expense_id,expense_date,exp_cat_id,amount,description
28473,2025-07-02,10,593920.95,Taxes expense redefine efficient technologies
28474,2024-06-11,10,249550.22,Taxes expense embrace impactful technologies
28475,2024-02-03,1,324152.23,Rent expense integrate cross-platform vortals
28476,2025-02-09,2,29826.4,Utilities expense target rich paradigms
28477,2024-09-30,13,3985.58,Training expense productize next-generation methodologies
28478,2025-04-09,15,9789.02,Miscellaneous expense mesh user-centric content
28479,2025-12-09,14,46690.68,Events expense architect integrated networks
28480,2025-02-14,10,500994.57,Taxes expense embrace proactive web services
28481,2025-06-15,5,68804.35,Software expense transition granular bandwidth
28482,2025-11-27,13,6518.23,Training expense benchmark bleeding-edge interfaces
28483,2024-03-24,5,35756.89,Software expense morph synergistic networks
28484,2024-04-04,9,153952.52,Insurance expense reinvent real-time supply-chains
28485,2024-12-22,9,50979.45,Insurance expense incentivize scalable vortals
28486,2024-11-21,10,303325.91,Taxes expense grow mission-critical action-items
28487,2025-05-20,13,3671.5,Training expense morph integrated deliverables
28488,2025-12-29,9,193300.92,Insurance expense re-intermediate ubiquitous platforms
28489,2024-10-02,4,443091.62,Marketing expense evolve extensible systems
28490,2025-12-23,14,24880.52,Events expense leverage customized supply-chains
28491,2024-09-14,3,5327.02,Maintenance expense brand turn-key technologies
28492,2025-09-10,15,4322.71,Miscellaneous expense harness leading-edge bandwidth
28493,2026-01-11,13,8823.47,Training expense transition B2C eyeballs
28494,2025-01-25,8,1779997.34,Payroll expense transition robust info-mediaries
28495,2024-10-09,4,89161.23,Marketing expense optimize back-end web-readiness
28496,2025-12-18,6,47379.2,Travel expense implement global models
28497,2025-10-12,7,4204.88,Office Supplies expense visualize turn-key schemas
28498,2026-01-19,2,6803.3,Utilities expense deploy customized e-commerce
28499,2024-01-25,15,1057.33,Miscellaneous expense streamline holistic communities
28500,2026-02-25,15,8498.14,Miscellaneous expense seize back-end mindshare
28501,2024-03-27,15,2359.21,Miscellaneous expense productize holistic e-tailers
28502,2024-03-09,15,2255.46,Miscellaneous expense strategize end-to-end portals
28503,2025-06-30,6,11216.23,Travel expense enhance turn-key content
28504,2025-07-27,12,324621.96,R&D expense orchestrate frictionless paradigms
28505,2024-04-04,11,11308.05,Logistics expense orchestrate cross-platform interfaces
28506,2025-08-20,12,103291.55,R&D expense brand bleeding-edge deliverables
28507,2024-12-22,10,933468.33,Taxes expense scale customized partnerships
28508,2024-05-14,11,95045.78,Logistics expense cultivate dot-com e-tailers
28509,2024-09-07,2,45552.15,Utilities expense exploit killer paradigms
28510,2025-09-19,1,94952.59,Rent expense synergize world-class vortals
28511,2024-04-10,3,29627.65,Maintenance expense engage compelling initiatives
28512,2025-04-23,14,58826.12,Events expense innovate global vortals
28513,2025-09-05,13,4478.29,Training expense re-contextualize granular web-readiness
28514,2024-11-27,3,37728.55,Maintenance expense re-contextualize viral networks
28515,2025-04-13,9,139711.92,Insurance expense embrace extensible info-mediaries
28516,2025-06-09,12,229384.42,R&D expense scale world-class interfaces
28517,2025-12-27,9,57711.15,Insurance expense matrix cross-media web services
28518,2024-07-23,12,219630.14,R&D expense empower turn-key functionalities
28519,2024-08-21,15,2974.8,Miscellaneous expense brand customized initiatives
28520,2025-05-28,15,6073.45,Miscellaneous expense optimize extensible methodologies
28521,2025-12-19,3,40646.86,Maintenance expense grow ubiquitous solutions
28522,2025-12-07,6,30895.33,Travel expense embrace synergistic web-readiness
28523,2024-08-13,12,168455.85,R&D expense cultivate compelling platforms
28524,2024-02-01,14,44853.53,Events expense streamline dynamic functionalities
28525,2025-04-14,15,7717.8,Miscellaneous expense iterate cross-media ROI
28526,2025-02-11,14,124866.59,Events expense extend cross-platform niches
28527,2024-01-01,8,1505003.76,Payroll expense seize interactive deliverables
28528,2024-01-04,4,223015.51,Marketing expense deliver impactful partnerships
28529,2024-07-24,6,3104.92,Travel expense deploy revolutionary deliverables
28530,2024-08-03,15,4895.38,Miscellaneous expense unleash 24/365 e-markets
28531,2025-04-04,13,3798.19,Training expense unleash intuitive supply-chains
28532,2024-01-02,2,25902.4,Utilities expense re-intermediate global channels
28533,2025-06-25,9,129311.91,Insurance expense visualize integrated eyeballs
28534,2024-12-13,14,18956.37,Events expense mesh granular convergence
28535,2024-08-26,4,124325.93,Marketing expense optimize intuitive e-markets
28536,2025-04-09,15,6256.97,Miscellaneous expense cultivate dynamic functionalities
28537,2024-08-01,5,29289.8,Software expense redefine integrated interfaces
28538,2024-12-13,12,471313.75,R&D expense mesh value-added content
28539,2025-07-30,8,689366.93,Payroll expense grow distributed ROI
28540,2024-11-09,1,105776.71,Rent expense unleash innovative systems
28541,2024-10-29,15,7627.86,Miscellaneous expense productize leading-edge ROI
28542,2024-08-31,14,130760.29,Events expense whiteboard frictionless content
28543,2024-12-26,13,6627.83,Training expense optimize granular infrastructures
28544,2024-07-20,10,420558.65,Taxes expense redefine magnetic relationships
28545,2025-08-03,2,39609.46,Utilities expense brand mission-critical networks
28546,2024-08-10,12,306175.69,R&D expense facilitate cross-media vortals
28547,2024-01-10,1,284826.13,Rent expense innovate bricks-and-clicks info-mediaries
28548,2024-10-19,13,4550.25,Training expense cultivate scalable functionalities
28549,2024-08-20,14,63475.03,Events expense seize back-end ROI
28550,2024-02-13,5,9882.12,Software expense exploit wireless schemas
28551,2024-09-23,15,8287.31,Miscellaneous expense generate best-of-breed eyeballs
28552,2024-11-10,9,113910.92,Insurance expense orchestrate 24/365 web services
28553,2024-03-03,6,39468.22,Travel expense redefine synergistic e-services
28554,2026-02-18,15,8252.58,Miscellaneous expense architect collaborative models
28555,2026-02-16,14,197360.33,Events expense integrate sticky architectures
28556,2024-09-17,5,11245.32,Software expense drive innovative infrastructures
28557,2024-10-27,1,362863.08,Rent expense brand web-enabled synergies
28558,2025-01-09,4,421216.17,Marketing expense orchestrate innovative ROI
28559,2024-05-08,2,11435.98,Utilities expense leverage ubiquitous systems
28560,2025-02-27,10,905092.01,Taxes expense enhance bleeding-edge platforms
28561,2024-04-11,8,748215.77,Payroll expense grow killer convergence
28562,2025-08-15,5,76222.46,Software expense strategize magnetic solutions
28563,2025-01-01,3,36675.28,Maintenance expense brand e-business solutions
28564,2026-02-13,9,48473.13,Insurance expense architect vertical e-services
28565,2025-05-09,9,103938.17,Insurance expense cultivate next-generation solutions
28566,2024-08-06,9,70071.98,Insurance expense enable integrated markets
28567,2024-03-28,8,1698746.97,Payroll expense disintermediate virtual vortals
28568,2024-07-14,10,947139.22,Taxes expense revolutionize holistic communities
28569,2025-11-30,5,83604.71,Software expense redefine front-end synergies
28570,2026-02-11,9,145364.76,Insurance expense aggregate strategic solutions
28571,2025-11-18,11,19841.96,Logistics expense revolutionize e-business e-tailers
28572,2024-12-26,4,158106.32,Marketing expense engage cross-media ROI
28573,2024-07-10,3,43389.16,Maintenance expense optimize customized synergies
28574,2024-06-05,12,493735.75,R&D expense deploy turn-key info-mediaries
28575,2024-11-08,2,34508.16,Utilities expense facilitate extensible info-mediaries
28576,2026-01-27,1,436014.58,Rent expense matrix frictionless interfaces
28577,2024-08-14,6,5440.18,Travel expense evolve frictionless architectures
28578,2024-06-03,9,23342.44,Insurance expense revolutionize efficient e-commerce
28579,2025-03-02,14,65833.53,Events expense re-contextualize proactive architectures
28580,2025-07-24,6,24853.45,Travel expense visualize vertical schemas
28581,2026-01-08,2,29354.92,Utilities expense facilitate turn-key web services
28582,2025-02-06,3,22492.12,Maintenance expense re-contextualize intuitive markets
28583,2025-03-29,1,385469.85,Rent expense incubate B2B mindshare
28584,2024-08-26,2,16212.37,Utilities expense expedite compelling interfaces
28585,2025-11-18,1,247691.63,Rent expense cultivate strategic communities
28586,2024-04-09,11,89046.4,Logistics expense streamline collaborative supply-chains
28587,2024-12-18,10,456490.41,Taxes expense e-enable rich action-items
28588,2025-09-19,14,84174.93,Events expense synergize dynamic info-mediaries
28589,2025-01-09,4,146230.12,Marketing expense incubate 24/7 communities
28590,2025-12-07,10,708490.67,Taxes expense visualize integrated web services
28591,2024-01-28,10,412847.71,Taxes expense orchestrate global solutions
28592,2025-02-26,15,4738.42,Miscellaneous expense envisioneer turn-key systems
28593,2024-04-21,4,337696.06,Marketing expense synergize virtual e-commerce
28594,2025-08-04,4,418113.7,Marketing expense expedite cross-platform applications
28595,2025-09-12,1,114821.55,Rent expense expedite rich experiences
28596,2025-07-18,4,175571.88,Marketing expense innovate web-enabled e-business
28597,2024-04-08,3,4079.49,Maintenance expense monetize efficient action-items
28598,2026-01-18,12,390147.7,R&D expense engage innovative vortals
28599,2025-10-01,15,4961.46,Miscellaneous expense grow synergistic eyeballs
28600,2025-09-24,15,5209.17,Miscellaneous expense optimize plug-and-play partnerships
28601,2024-03-22,8,1673821.47,Payroll expense e-enable ubiquitous partnerships
28602,2025-01-15,2,43033.07,Utilities expense grow 24/365 paradigms
28603,2024-11-06,14,82272.6,Events expense transform global deliverables
28604,2024-04-05,9,198988.81,Insurance expense enhance viral partnerships
28605,2025-09-05,6,29004.71,Travel expense enable mission-critical web services
28606,2026-01-14,7,4790.77,Office Supplies expense morph efficient paradigms
28607,2025-04-26,6,41804.22,Travel expense benchmark end-to-end portals
28608,2025-02-09,9,85640.26,Insurance expense integrate ubiquitous technologies
28609,2025-04-12,8,1418849.47,Payroll expense scale enterprise channels
28610,2024-06-15,1,331964.57,Rent expense synergize next-generation deliverables
28611,2024-11-27,3,26745.92,Maintenance expense re-intermediate dynamic schemas
28612,2024-05-05,4,406322.97,Marketing expense generate revolutionary eyeballs
28613,2026-01-12,5,27066.46,Software expense harness integrated ROI
28614,2025-12-18,1,252823.37,Rent expense revolutionize intuitive eyeballs
28615,2025-03-31,10,166168.08,Taxes expense re-intermediate dynamic schemas
28616,2024-03-10,12,150910.88,R&D expense transition transparent web services
28617,2025-11-10,4,66341.72,Marketing expense syndicate revolutionary e-commerce
28618,2026-01-10,3,25544.82,Maintenance expense disintermediate sticky content
28619,2026-01-28,15,8862.15,Miscellaneous expense repurpose real-time architectures
28620,2025-07-28,9,17152.44,Insurance expense iterate e-business metrics
28621,2024-10-13,14,109156.76,Events expense maximize integrated e-services
28622,2024-11-15,12,171434.28,R&D expense unleash real-time technologies
28623,2024-03-06,3,38749.18,Maintenance expense architect compelling communities
28624,2024-01-29,11,92974.95,Logistics expense expedite visionary methodologies
28625,2025-10-08,9,142764.89,Insurance expense orchestrate extensible ROI
28626,2024-09-22,14,80007.54,Events expense disintermediate clicks-and-mortar e-markets
28627,2024-10-17,12,72181.83,R&D expense target mission-critical niches
28628,2024-03-25,2,16721.48,Utilities expense architect integrated e-commerce
28629,2024-07-13,3,18892.97,Maintenance expense benchmark value-added technologies
28630,2024-10-12,11,53843.49,Logistics expense re-contextualize one-to-one web-readiness
28631,2025-08-16,10,552766.66,Taxes expense aggregate compelling e-markets
28632,2025-12-23,5,91046.27,Software expense productize holistic e-tailers
28633,2024-09-20,14,115238.94,Events expense revolutionize cross-platform web-readiness
28634,2025-02-01,3,30072.0,Maintenance expense deliver collaborative relationships
28635,2025-10-29,11,33151.46,Logistics expense unleash dot-com interfaces
28636,2024-05-22,14,43028.21,Events expense streamline magnetic relationships
28637,2024-04-04,3,37884.9,Maintenance expense deploy visionary users
28638,2025-01-11,2,2111.93,Utilities expense implement strategic metrics
28639,2025-11-14,7,5476.0,Office Supplies expense implement plug-and-play applications
28640,2025-08-12,6,44154.62,Travel expense implement strategic e-markets
28641,2024-04-24,8,1038470.33,Payroll expense orchestrate 24/365 supply-chains
28642,2024-10-12,11,75270.89,Logistics expense utilize back-end niches
28643,2024-04-15,12,53985.65,R&D expense re-intermediate front-end ROI
28644,2025-08-05,8,566148.41,Payroll expense strategize one-to-one relationships
28645,2024-06-02,10,836142.45,Taxes expense benchmark turn-key mindshare
28646,2024-05-16,1,460316.18,Rent expense disintermediate synergistic platforms
28647,2024-02-03,14,149207.69,Events expense brand seamless communities
28648,2025-07-09,2,47940.83,Utilities expense iterate cross-media communities
28649,2024-07-27,13,9864.27,Training expense enhance cross-platform content
28650,2025-03-19,7,7280.69,Office Supplies expense unleash turn-key initiatives
